event_id,type-id,disambiguation,cancelled,time,name,setlist,type,annotation,genres_id,relations_wiki
https://musicbrainz.org/event/41c33ab0-bfe4-4cfb-b827-48433e805689,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Boulder Acoustic Society at Coffee Gallery Backstage,,Concert,,,
https://musicbrainz.org/event/041ad272-eaa4-4826-8fc4-f4c126a5e2f7,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Jazzchor der Universität Bonn at Historischer Gemeindesaal,,Concert,,,
https://musicbrainz.org/event/2cc419e3-5dca-4042-9c9a-aae7b0b5f3ee,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Gigmeisters at Glen Echo Park,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/e7b2c8c9-aee6-46fa-9df5-3b4bc06038ef,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Roy Zimmerman at Coffee Gallery Backstage,,Concert,,,
https://musicbrainz.org/event/b95b7941-2e8f-4e7d-813b-8603399ba1b4,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Johanniskantorei at Dorfkirche Niederrossla,,Concert,,,
https://musicbrainz.org/event/3788eaad-39d5-427e-8309-f998d69405bb,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Jazzchor der Universität Bonn at Aula der Universität Bonn,,Concert,,,
https://musicbrainz.org/event/2dd818f7-536d-420f-bcf2-182688aa09f6,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Baha Men at Culture Club,,Concert,,,
https://musicbrainz.org/event/0987804d-54c6-4542-b4d1-e0819a545545,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Wild Asparagus at Guiding Star Grange,,Concert,,,
https://musicbrainz.org/event/9c274fe7-68b0-418f-a7e0-375a60b04ead,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Big Phat American K-Lee Band at Glen Echo Park,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/b971d65c-8a56-485f-971f-e2d22bf2b88b,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Jazzchor der Universität Bonn at Trinitatiskirche,,Concert,,,
https://musicbrainz.org/event/061ee3bf-6df3-442b-a32e-d676ba4c839e,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Matching Orange at Glen Echo Park,,Concert,,,
https://musicbrainz.org/event/9c41cb26-8cc7-49ff-bebd-35844e93606e,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,17:00,THE ALFEE at ロームシアター京都メインホール（京都会館）,,Concert,,,
https://musicbrainz.org/event/8445d0ad-a193-4f7c-b145-b121c72b498f,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,BoA at 大阪城ホール,,Concert,,,
